item_key,unit,category,item,co2,source,match_key,match_tokens
potato roasted from fresh peel not eaten made with butter,kg,food,"Potato, roasted, from fresh, peel not eaten, made with butter",0.46,combined_food_emissions,potato roasted from peel not eaten made with butter,"('potato', 'roasted', 'from', 'peel', 'not', 'eaten', 'made', 'with', 'butter')"
potato roasted from fresh peel not eaten made with margarine,0.204,food,"potato, roasted, from fresh, peel not eaten, made with margarine",0.46,Existing Dataset,potato roasted from peel not eaten made with margarine,"('potato', 'roasted', 'from', 'peel', 'not', 'eaten', 'made', 'with', 'margarine')"
potato roasted from fresh peel not eaten made with margarine,kg,food,"Potato, roasted, from fresh, peel not eaten, made with margarine",0.46,combined_food_emissions,potato roasted from peel not eaten made with margarine,"('potato', 'roasted', 'from', 'peel', 'not', 'eaten', 'made', 'with', 'margarine')"
potato roasted from fresh peel not eaten made with oil,0.204,food,"potato, roasted, from fresh, peel not eaten, made with oil",0.46,Existing Dataset,potato roasted from peel not eaten made with oil,"('potato', 'roasted', 'from', 'peel', 'not', 'eaten', 'made', 'with', 'oil')"
potato roasted from fresh peel not eaten made with oil,kg,food,"Potato, roasted, from fresh, peel not eaten, made with oil",0.46,combined_food_emissions,potato roasted from peel not eaten made with oil,"('potato', 'roasted', 'from', 'peel', 'not', 'eaten', 'made', 'with', 'oil')"
potato roasted from fresh peel not eaten no added fat,0.214,food,"potato, roasted, from fresh, peel not eaten, no added fat",0.46,Existing Dataset,potato roasted from peel not eaten no added fat,"('potato', 'roasted', 'from', 'peel', 'not', 'eaten', 'no', 'added', 'fat')"
potato roasted from fresh peel not eaten no added fat,kg,food,"Potato, roasted, from fresh, peel not eaten, no added fat",0.46,combined_food_emissions,potato roasted from peel not eaten no added fat,"('potato', 'roasted', 'from', 'peel', 'not', 'eaten', 'no', 'added', 'fat')"
potato roasted from fresh peel not eaten ns as to fat,0.204,food,"potato, roasted, from fresh, peel not eaten, ns as to fat",0.46,Existing Dataset,potato roasted from peel not eaten ns as to fat,"('potato', 'roasted', 'from', 'peel', 'not', 'eaten', 'ns', 'as', 'to', 'fat')"
potato roasted from fresh peel not eaten ns as to fat,kg,food,"Potato, roasted, from fresh, peel not eaten, NS as to fat",0.46,combined_food_emissions,potato roasted from peel not eaten ns as to fat,"('potato', 'roasted', 'from', 'peel', 'not', 'eaten', 'ns', 'as', 'to', 'fat')"
potato roasted nfs,0.204,food,"potato, roasted, nfs",0.46,Existing Dataset,potato roasted nfs,"('potato', 'roasted', 'nfs')"
potato roasted nfs,kg,food,"Potato, roasted, NFS",0.46,combined_food_emissions,potato roasted nfs,"('potato', 'roasted', 'nfs')"
potato roasted ready to heat,0.204,food,"potato, roasted, ready-to-heat",0.46,Existing Dataset,potato roasted ready to heat,"('potato', 'roasted', 'ready', 'to', 'heat')"
potato roasted ready to heat,kg,food,"Potato, roasted, ready-to-heat",0.46,combined_food_emissions,potato roasted ready to heat,"('potato', 'roasted', 'ready', 'to', 'heat')"
potato scalloped from dry mix,0.109,food,"potato, scalloped, from dry mix",0.46,Existing Dataset,potato scalloped from dry mix,"('potato', 'scalloped', 'from', 'dry', 'mix')"
potato scalloped from dry mix,kg,food,"Potato, scalloped, from dry mix",0.46,combined_food_emissions,potato scalloped from dry mix,"('potato', 'scalloped', 'from', 'dry', 'mix')"
potato scalloped from dry mix with meat,0.109,food,"potato, scalloped, from dry mix, with meat",0.46,Existing Dataset,potato scalloped from dry mix with meat,"('potato', 'scalloped', 'from', 'dry', 'mix', 'with', 'meat')"
potato scalloped from dry mix with meat,kg,food,"Potato, scalloped, from dry mix, with meat",0.46,combined_food_emissions,potato scalloped from dry mix with meat,"('potato', 'scalloped', 'from', 'dry', 'mix', 'with', 'meat')"
potato scalloped from fast food or restaurant,0.108,food,"potato, scalloped, from fast food or restaurant",0.46,Existing Dataset,potato scalloped from fast food or restaurant,"('potato', 'scalloped', 'from', 'fast', 'food', 'or', 'restaurant')"
potato scalloped from fast food or restaurant,kg,food,"Potato, scalloped, from fast food or restaurant",0.46,combined_food_emissions,potato scalloped from fast food or restaurant,"('potato', 'scalloped', 'from', 'fast', 'food', 'or', 'restaurant')"
potato scalloped from fresh,0.116,food,"potato, scalloped, from fresh",0.46,Existing Dataset,potato scalloped from,"('potato', 'scalloped', 'from')"
potato scalloped from fresh,kg,food,"Potato, scalloped, from fresh",0.46,combined_food_emissions,potato scalloped from,"('potato', 'scalloped', 'from')"
potato scalloped from fresh with meat,0.113,food,"potato, scalloped, from fresh, with meat",0.46,Existing Dataset,potato scalloped from with meat,"('potato', 'scalloped', 'from', 'with', 'meat')"
potato scalloped from fresh with meat,kg,food,"Potato, scalloped, from fresh, with meat",0.46,combined_food_emissions,potato scalloped from with meat,"('potato', 'scalloped', 'from', 'with', 'meat')"
potato scalloped nfs,0.116,food,"potato, scalloped, nfs",0.46,Existing Dataset,potato scalloped nfs,"('potato', 'scalloped', 'nfs')"
potato scalloped nfs,kg,food,"Potato, scalloped, NFS",0.46,combined_food_emissions,potato scalloped nfs,"('potato', 'scalloped', 'nfs')"
potato scalloped ready to heat,0.107,food,"potato, scalloped, ready-to-heat",0.46,Existing Dataset,potato scalloped ready to heat,"('potato', 'scalloped', 'ready', 'to', 'heat')"
potato scalloped ready to heat,kg,food,"Potato, scalloped, ready-to-heat",0.46,combined_food_emissions,potato scalloped ready to heat,"('potato', 'scalloped', 'ready', 'to', 'heat')"
potato scalloped ready to heat with meat,0.105,food,"potato, scalloped, ready-to-heat, with meat",0.46,Existing Dataset,potato scalloped ready to heat with meat,"('potato', 'scalloped', 'ready', 'to', 'heat', 'with', 'meat')"
potato scalloped ready to heat with meat,kg,food,"Potato, scalloped, ready-to-heat, with meat",0.46,combined_food_emissions,potato scalloped ready to heat with meat,"('potato', 'scalloped', 'ready', 'to', 'heat', 'with', 'meat')"
potatoes,kg,food,Potatoes,0.3,footprint,potato,"('potato',)"
potatoes baby food toddler,0.07,food,"potatoes, baby food, toddler",0.46,Existing Dataset,potato baby food toddler,"('potato', 'baby', 'food', 'toddler')"
potatoes baby food toddler,kg,food,"Potatoes, baby food, toddler",0.46,combined_food_emissions,potato baby food toddler,"('potato', 'baby', 'food', 'toddler')"
potatoes with cheese and broccoli baby food toddler,0.06,food,"potatoes with cheese and broccoli, baby food, toddler",23.88,Existing Dataset,potato with cheese and broccoli baby food toddler,"('potato', 'with', 'cheese', 'and', 'broccoli', 'baby', 'food', 'toddler')"
potatoes with cheese and broccoli baby food toddler,kg,food,"Potatoes with cheese and broccoli, baby food, toddler",23.88,combined_food_emissions,potato with cheese and broccoli baby food toddler,"('potato', 'with', 'cheese', 'and', 'broccoli', 'baby', 'food', 'toddler')"
prunes with oatmeal baby food strained,0.061,food,"prunes with oatmeal, baby food, strained",2.48,Existing Dataset,prune with oatmeal baby food strained,"('prune', 'with', 'oatmeal', 'baby', 'food', 'strained')"
prunes with oatmeal baby food strained,kg,food,"Prunes with oatmeal, baby food, strained",2.48,combined_food_emissions,prune with oatmeal baby food strained,"('prune', 'with', 'oatmeal', 'baby', 'food', 'strained')"
puerto rican white cheese,0.033,food,puerto rican white cheese,23.88,Existing Dataset,puerto rican white cheese,"('puerto', 'rican', 'white', 'cheese')"
puerto rican white cheese,kg,food,Puerto Rican white cheese,23.88,combined_food_emissions,puerto rican white cheese,"('puerto', 'rican', 'white', 'cheese')"
quarter pounder with cheese mcdonalds,0.075,food,quarter pounder with cheese (mcdonalds),23.88,Existing Dataset,quarter pounder with cheese mcdonald,"('quarter', 'pounder', 'with', 'cheese', 'mcdonald')"
quarter pounder with cheese mcdonalds,kg,food,Quarter Pounder with cheese (McDonalds),23.88,combined_food_emissions,quarter pounder with cheese mcdonald,"('quarter', 'pounder', 'with', 'cheese', 'mcdonald')"
quesadilla with chicken,0.076,food,quesadilla with chicken,9.87,Existing Dataset,quesadilla with chicken,"('quesadilla', 'with', 'chicken')"
quesadilla with chicken,kg,food,Quesadilla with chicken,9.87,combined_food_emissions,quesadilla with chicken,"('quesadilla', 'with', 'chicken')"
quesadilla with chicken from fast food,0.076,food,"quesadilla with chicken, from fast food",9.87,Existing Dataset,quesadilla with chicken from fast food,"('quesadilla', 'with', 'chicken', 'from', 'fast', 'food')"
quesadilla with chicken from fast food,kg,food,"Quesadilla with chicken, from fast food",9.87,combined_food_emissions,quesadilla with chicken from fast food,"('quesadilla', 'with', 'chicken', 'from', 'fast', 'food')"
quesadilla with vegetables and chicken,0.076,food,quesadilla with vegetables and chicken,9.87,Existing Dataset,quesadilla with vegetable and chicken,"('quesadilla', 'with', 'vegetable', 'and', 'chicken')"
quesadilla with vegetables and chicken,kg,food,Quesadilla with vegetables and chicken,9.87,combined_food_emissions,quesadilla with vegetable and chicken,"('quesadilla', 'with', 'vegetable', 'and', 'chicken')"
rabbit stew with potatoes and vegetables,0.079,food,rabbit stew with potatoes and vegetables,0.46,Existing Dataset,rabbit stew with potato and vegetable,"('rabbit', 'stew', 'with', 'potato', 'and', 'vegetable')"
rabbit stew with potatoes and vegetables,kg,food,Rabbit stew with potatoes and vegetables,0.46,combined_food_emissions,rabbit stew with potato and vegetable,"('rabbit', 'stew', 'with', 'potato', 'and', 'vegetable')"
raspberries frozen,0.09,food,"raspberries, frozen",1.53,Existing Dataset,raspberry frozen,"('raspberry', 'frozen')"
raspberries frozen,kg,food,"Raspberries, frozen",1.53,combined_food_emissions,raspberry frozen,"('raspberry', 'frozen')"
raspberries raw,0.09,food,"raspberries, raw",1.53,Existing Dataset,raspberry raw,"('raspberry', 'raw')"
raspberries raw,kg,food,"Raspberries, raw",1.53,combined_food_emissions,raspberry raw,"('raspberry', 'raw')"
reese s peanut butter cup,0.24,food,reese's peanut butter cup,3.15,Existing Dataset,reese peanut butter cup,"('reese', 'peanut', 'butter', 'cup')"
reese s peanut butter cup,kg,food,Reese's Peanut Butter Cup,3.15,combined_food_emissions,reese peanut butter cup,"('reese', 'peanut', 'butter', 'cup')"
rice,kg,food,Rice,2.7,footprint,rice,"('rice',)"
rice and potato soup puerto rican style,0.058,food,"rice and potato soup, puerto rican style",4.45,Existing Dataset,rice and potato soup puerto rican style,"('rice', 'and', 'potato', 'soup', 'puerto', 'rican', 'style')"
rice and potato soup puerto rican style,kg,food,"Rice and potato soup, Puerto Rican style",4.45,combined_food_emissions,rice and potato soup puerto rican style,"('rice', 'and', 'potato', 'soup', 'puerto', 'rican', 'style')"
rice brown and wild cooked fat added,0.105,food,"rice, brown and wild, cooked, fat added",4.45,Existing Dataset,rice brown and wild cooked fat added,"('rice', 'brown', 'and', 'wild', 'cooked', 'fat', 'added')"
rice brown and wild cooked fat added,kg,food,"Rice, brown and wild, cooked, fat added",4.45,combined_food_emissions,rice brown and wild cooked fat added,"('rice', 'brown', 'and', 'wild', 'cooked', 'fat', 'added')"
rice brown and wild cooked no added fat,0.107,food,"rice, brown and wild, cooked, no added fat",4.45,Existing Dataset,rice brown and wild cooked no added fat,"('rice', 'brown', 'and', 'wild', 'cooked', 'no', 'added', 'fat')"
rice brown and wild cooked no added fat,kg,food,"Rice, brown and wild, cooked, no added fat",4.45,combined_food_emissions,rice brown and wild cooked no added fat,"('rice', 'brown', 'and', 'wild', 'cooked', 'no', 'added', 'fat')"
rice brown and wild cooked ns as to fat,0.093,food,"rice, brown and wild, cooked, ns as to fat",4.45,Existing Dataset,rice brown and wild cooked ns as to fat,"('rice', 'brown', 'and', 'wild', 'cooked', 'ns', 'as', 'to', 'fat')"
rice brown and wild cooked ns as to fat,kg,food,"Rice, brown and wild, cooked, NS as to fat",4.45,combined_food_emissions,rice brown and wild cooked ns as to fat,"('rice', 'brown', 'and', 'wild', 'cooked', 'ns', 'as', 'to', 'fat')"
rice brown cooked fat added made with oil,0.103,food,"rice, brown, cooked, fat added, made with oil",4.45,Existing Dataset,rice brown cooked fat added made with oil,"('rice', 'brown', 'cooked', 'fat', 'added', 'made', 'with', 'oil')"
rice brown cooked fat added made with oil,kg,food,"Rice, brown, cooked, fat added, made with oil",4.45,combined_food_emissions,rice brown cooked fat added made with oil,"('rice', 'brown', 'cooked', 'fat', 'added', 'made', 'with', 'oil')"
rice brown cooked fat added ns as to fat type,0.103,food,"rice, brown, cooked, fat added, ns as to fat type",4.45,Existing Dataset,rice brown cooked fat added ns as to fat type,"('rice', 'brown', 'cooked', 'fat', 'added', 'ns', 'as', 'to', 'fat', 'type')"
rice brown cooked fat added ns as to fat type,kg,food,"Rice, brown, cooked, fat added, NS as to fat type",4.45,combined_food_emissions,rice brown cooked fat added ns as to fat type,"('rice', 'brown', 'cooked', 'fat', 'added', 'ns', 'as', 'to', 'fat', 'type')"
rice brown cooked made with butter,0.103,food,"rice, brown, cooked, made with butter",4.45,Existing Dataset,rice brown cooked made with butter,"('rice', 'brown', 'cooked', 'made', 'with', 'butter')"
rice brown cooked made with butter,kg,food,"Rice, brown, cooked, made with butter",4.45,combined_food_emissions,rice brown cooked made with butter,"('rice', 'brown', 'cooked', 'made', 'with', 'butter')"
rice brown cooked made with margarine,0.103,food,"rice, brown, cooked, made with margarine",4.45,Existing Dataset,rice brown cooked made with margarine,"('rice', 'brown', 'cooked', 'made', 'with', 'margarine')"
rice brown cooked made with margarine,kg,food,"Rice, brown, cooked, made with margarine",4.45,combined_food_emissions,rice brown cooked made with margarine,"('rice', 'brown', 'cooked', 'made', 'with', 'margarine')"
rice brown cooked no added fat,0.105,food,"rice, brown, cooked, no added fat",4.45,Existing Dataset,rice brown cooked no added fat,"('rice', 'brown', 'cooked', 'no', 'added', 'fat')"
rice brown cooked no added fat,kg,food,"Rice, brown, cooked, no added fat",4.45,combined_food_emissions,rice brown cooked no added fat,"('rice', 'brown', 'cooked', 'no', 'added', 'fat')"
